sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
CakePHP Test Plan Live Server 400 users:Request on index.php,400,1060,704,4379,461.78549000049776,0.0,31.010155826033024,64.89723040545779,2143.0
TOTAL,400,1060,704,4379,461.78549000049776,0.0,31.010155826033024,64.89723040545779,2143.0
