sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
CakePHP Test Plan Local  Server 50 users:Request on index.php,50,16,15,22,1.4035668847618297,0.0,5.091131249363609,22.800710849200694,4586.0
TOTAL,50,16,15,22,1.4035668847618297,0.0,5.091131249363609,22.800710849200694,4586.0
