sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
CakePHP Test Plan Local  Server 800 users:Request on index.php,800,18,14,89,4.937098717870654,0.0,79.02015013828527,353.8929770841564,4586.0
TOTAL,800,18,14,89,4.937098717870654,0.0,79.02015013828527,353.8929770841564,4586.0
