sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Request on index.php,400,8,7,29,1.107787772996253,0.0,39.7456279809221,128.9404063990461,3322.0
TOTAL,400,8,7,29,1.107787772996253,0.0,39.7456279809221,128.9404063990461,3322.0
