sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
Request on index.php,200,8,8,10,0.5180733538795308,0.0,20.02002002002002,64.94776026026025,3322.0
TOTAL,200,8,8,10,0.5180733538795308,0.0,20.02002002002002,64.94776026026025,3322.0
